Ordem;TIPO;Emissão;Data Inicio;Data Término;Médio;Item;Referência;Estabelecimento;Linha;Tipo Controle;Grupo Estoque;Tipo Ordem;Custeio Mat.;Custeio GGF;Custeio MOB;Moeda;Conta Contabil;Centro de Custo;Qtde. Original;Qtde. Produzida;Data;Esp;Tipo Transação;Deposito;Série;Documento;Seq. Operação;Qtde Requisição/Reporte;Rendimentos kg;Rendimentos %;Valor Material;Valor GGF;Valor MOB;Item2;Referencia;Unidade Medida;NMB;Descrição;Preco Fiscal;Data Requisição/Reporte;Funcionário;Centro Custo;Grupo Maq;Hr. Reporte;Tempo Homem/Máquina;GGF/MOB Batch;Mob Dir;;
65.830;RENDIMENTO;;;;;26000681;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;5.800,0000;5.800,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.830;RENDIMENTO_1;;;;;26000681;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;29,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000401;;kg;3;EVERNOX 10;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;292,6985;0,0000;0,00%;0,0000;0,0000;0,0000;35001827;;KG;3;ESCORENE UL8705;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;813,3015;0,0000;0,00%;0,0000;0,0000;0,0000;35001867;;KG;3;ATEVA 2850-A;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;1.715,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003891;;KG;3;EVATHENE UE649-04;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;187,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000113;;kg;3;RESIDHERE ES100S (Big bag);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;904,9039;0,0000;0,00%;0,0000;0,0000;0,0000;36000113;;kg;3;RESIDHERE ES100S (Big bag);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;648,0961;0,0000;0,00%;0,0000;0,0000;0,0000;36000113;;kg;3;RESIDHERE ES100S (Big bag);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;605,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000318;;KG;3;CWP 400E;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65831;1;315,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000421;;KG;3;HHP-1004;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;15/04/2024;REQ;Sai;ALM;;65831;1;290,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35002876;;KG;3;SHELL GTL SARAWAX SX 105;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;ACA;Ent;DCQ;;65831;1;5.800,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000688;;KG;1;CQ-4251 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;GGF;11/04/2024;16/04/2024;19/04/2024;31/03/2024;26000688;;200;2;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;;Rep;;;65831;1;5.800,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMHM16;6,0666;0,0000;0,0000;;;
65.831;RENDIMENTO;;;;;26000688;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;5.800,0000;5.800,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.831;RENDIMENTO_1;;;;;26000688;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;13/04/2024;REQ;Sai;ALM;;65833;1;6,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000008;;UN;1;PALETES USADOS PADRÃO PBR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;13/04/2024;REQ;Sai;ALM;;65833;1;232,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000011;;UN;1;SACO VALV. 560 X 780 X 0,25MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;13/04/2024;REQ;Sai;ALM;;65833;1;232,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000077;;UN;1;ETIQUETA GHS COUCHE 100X170 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;17/04/2024;ACA;Ent;DCQ;;65833;1;5.750,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001476;;KG;0;CQ-4197 PE SAC 25.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;17/04/2024;REQ;Sai;PRO;;65833;1;5.800,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000681;;KG;1;CQ-4197 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;GGF;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;17/04/2024;;Rep;;;65833;1;5.750,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMP3;11,0000;0,0000;0,0000;;;
65.833;MOB;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001476;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.750,0000;17/04/2024;;Ent;;;65833;1;5.750,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200112;HMP3;11,0000;11,0000;0,0000;HM001;;
65.833;RENDIMENTO;;;;;16001476;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;5.750,0000;5.800,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.833;RENDIMENTO_1;;;;;16001476;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;-50,0000;99,14%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65834;1;6,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000008;;UN;1;PALETES USADOS PADRÃO PBR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65834;1;232,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000011;;UN;1;SACO VALV. 560 X 780 X 0,25MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65834;1;232,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000077;;UN;1;ETIQUETA GHS COUCHE 100X170 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;13/04/2024;REQ;Sai;ALM;;65834;1;3,6540;0,0000;0,00%;0,0000;0,0000;0,0000;46000123;;KG;1;OLEO DE MAMONA HIDROGENADO MICRONIZADO;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;ACA;Ent;DCQ;;65834;1;3.700,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001493;;KG;0;CQ-4251 PE SAC 25.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;REQ;Sai;PRO;;65834;1;3.700,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000688;;KG;1;CQ-4251 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;17/04/2024;ACA;Ent;DCQ;;65834;1;2.100,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001493;;KG;0;CQ-4251 PE SAC 25.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;MAT;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;17/04/2024;REQ;Sai;PRO;;65834;1;2.100,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000688;;KG;1;CQ-4251 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;GGF;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;;Rep;;;65834;1;3.700,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMP3;8,3166;0,0000;0,0000;;;
65.834;GGF;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;17/04/2024;;Rep;;;65834;1;2.100,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMP3;4,5000;0,0000;0,0000;;;
65.834;MOB;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;16/04/2024;;Ent;;;65834;1;3.700,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200112;HMP3;8,3167;8,3167;0,0000;HM001;;
65.834;MOB;11/04/2024;16/04/2024;19/04/2024;31/03/2024;16001493;;200;2;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;5.800,0000;5.800,0000;17/04/2024;;Ent;;;65834;1;2.100,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200112;HMP3;4,5000;4,5000;0,0000;HM001;;
65.834;RENDIMENTO;;;;;16001493;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;5.800,0000;5.800,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.834;RENDIMENTO_1;;;;;16001493;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;SOB;;65841;1;28,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001863;;KG;0;CQ-7500 PI CAI 15.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;SOB;;65841;1;85,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001863;;KG;0;CQ-7500 PI CAI 15.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;375,0000;0,0000;0,00%;0,0000;0,0000;0,0000;30001754;;KG;3;LUHOREZ HD-1100;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;10,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000401;;kg;3;EVERNOX 10;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;142,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000499;;KG;3;ESCOREZ 5320;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;225,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000981;;KG;3;CALSOL 5550;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;73,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003177;;KG;2;KRATON D-1155 ES;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;2,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003177;;KG;2;KRATON D-1155 ES;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;300,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003180;;KG;3;KRATON D-1124 PT;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;5,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003180;;KG;3;KRATON D-1124 PT;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;16/04/2024;REQ;Sai;ALM;;65841;1;350,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35003820;;KG;2;FUCLEAR FD-100;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;18/04/2024;ACA;Ent;DCQ;;65841;1;1.615,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000853;;KG;1;CQ-7500 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;18/04/2024;REQ;Sai;ALM;;ajuste;1;20,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000981;;KG;3;CALSOL 5550;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;GGF;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000853;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;1.575,0000;1.615,0000;18/04/2024;;Rep;;;65841;1;1.615,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMHM10;8,5999;0,0000;0,0000;;;
65.841;RENDIMENTO;;;;;26000853;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;1.615,0000;1.615,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.841;RENDIMENTO_1;;;;;26000853;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;SOB;;65842;1;130,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001313;;KG;0;CQ-3060 PI CAI 15.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;133,0000;0,0000;0,00%;0,0000;0,0000;0,0000;30003269;;KG;3;JINHAI JH8152 SIS;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;356,0000;0,0000;0,00%;0,0000;0,0000;0,0000;30003270;;KG;3;HAI-SIS JH-8291;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;23,0000;0,0000;0,00%;0,0000;0,0000;0,0000;30003270;;KG;3;HAI-SIS JH-8291;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;128,0000;0,0000;0,00%;0,0000;0,0000;0,0000;30003270;;KG;3;HAI-SIS JH-8291;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;14,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000401;;kg;3;EVERNOX 10;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;427,0000;0,0000;0,00%;0,0000;0,0000;0,0000;35000981;;KG;3;CALSOL 5550;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;788,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000113;;kg;3;RESIDHERE ES100S (Big bag);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;134,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000324;;KG;4;PINUSROSIN® WW/X;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;16/04/2024;REQ;Sai;ALM;;65842;1;667,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000408;;KG;3;RESIDHERE EP 100 S;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;MAT;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;18/04/2024;ACA;Ent;DCQ;;65842;1;2.800,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000608;;KG;1;CQ-3060 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.842;GGF;11/04/2024;17/04/2024;20/04/2024;31/03/2024;26000608;;200;2;2 - Total;30;Reaproveitamento;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.800,0000;2.800,0000;18/04/2024;;Rep;;;65842;1;2.800,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200112;HMHM09;12,8166;0,0000;0,0000;;;
65.842;RENDIMENTO;;;;;26000608;;;2;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;2.800,0000;2.800,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
