Ordem;TIPO;Emissão;Data Inicio;Data Término;Médio;Item;Referência;Estabelecimento;Linha;Tipo Controle;Grupo Estoque;Tipo Ordem;Custeio Mat.;Custeio GGF;Custeio MOB;Moeda;Conta Contabil;Centro de Custo;Qtde. Original;Qtde. Produzida;Data;Esp;Tipo Transação;Deposito;Série;Documento;Seq. Operação;Qtde Requisição/Reporte;Rendimentos kg;Rendimentos %;Valor Material;Valor GGF;Valor MOB;Item2;Referencia;Unidade Medida;NMB;Descrição;Preco Fiscal;Data Requisição/Reporte;Funcionário;Centro Custo;Grupo Maq;Hr. Reporte;Tempo Homem/Máquina;GGF/MOB Batch;Mob Dir;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;1.797,2680;0,0000;0,00%;0,0000;0,0000;0,0000;36000042;;KG;4;ACRILATO DE 2 ETIL HEXILA;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;88,0000;0,0000;0,00%;0,0000;0,0000;0,0000;36000044;;KG;4;ACIDO ACRILICO GLACIAL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;0,8360;0,0000;0,00%;0,0000;0,0000;0,0000;36000065;;KG;3;N.DODECYL MERCAPTANA (PHILLIPS)-I;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;61,6000;0,0000;0,00%;0,0000;0,0000;0,0000;36000094;;KG;4;AMONIA LIQUIDA SOLUÇÃO 24/26%;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;13,9920;0,0000;0,00%;0,0000;0,0000;0,0000;36000121;;kg;5;PERSULFATO DE AMÔNIO;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;2,5520;0,0000;0,00%;0,0000;0,0000;0,0000;36000133;;KG;3;TETRAPIROFOSTATO DE SÓDIO 4HID;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;4,2240;0,0000;0,00%;0,0000;0,0000;0,0000;36000174;;kg;5;ANTIESPUMANTE OTP 607;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;211,8160;0,0000;0,00%;0,0000;0,0000;0,0000;36000394;;KG;3;METIL METACRILATO TOP-A - MMA (MITSUBISHI CHEMICAL) - I;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;1.766,3360;0,0000;0,00%;0,0000;0,0000;0,0000;45040042;;KG;5;ÁGUA;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;02/04/2024;REQ;Sai;ALM;;65325;2;325,2680;0,0000;0,00%;0,0000;0,0000;0,0000;45040042;;KG;5;ÁGUA;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;03/04/2024;REQ;Sai;ALM;;65325;2;681,5920;0,0000;0,00%;0,0000;0,0000;0,0000;36000042;;KG;4;ACRILATO DE 2 ETIL HEXILA;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;03/04/2024;RRQ;Ent;ALM;;65325;2;346,8600;0,0000;0,00%;0,0000;0,0000;0,0000;36000042;;KG;4;ACRILATO DE 2 ETIL HEXILA;0,0000;03/04/2024;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;03/04/2024;RRQ;Ent;ALM;;65325;2;700,0000;0,0000;0,00%;0,0000;0,0000;0,0000;45040042;;KG;5;ÁGUA;0,0000;03/04/2024;;;;0,0000;0,0000;0,0000;;;
65.325;MAT;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;05/04/2024;ACA;Ent;ALM;;65325;2;4.360,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000965;;KG;2;R-052 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;GGF;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;04/04/2024;;Rep;;;65325;1;4.400,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200110;RESREAT2;9,5000;0,0000;0,0000;;;
65.325;GGF;27/03/2024;03/04/2024;05/04/2024;31/03/2024;26000965;;200;3;2 - Total;30;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.400,0000;4.360,0000;05/04/2024;;Rep;;;65325;2;4.360,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200110;RESRESF2;10,4166;0,0000;0,0000;;;
65.325;RENDIMENTO;;;;;26000965;;;3;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;4.360,0000;4.360,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.325;RENDIMENTO_1;;;;;26000965;;;3;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;03/04/2024;REQ;Sai;ALM;;65326;0;7,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000008;;UN;1;PALETES USADOS PADRÃO PBR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;03/04/2024;REQ;Sai;ALM;;65326;0;120,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000079;;UN;1;ETIQUETA GHS COUCHE 140X220 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;03/04/2024;REQ;Sai;ALM;;65326;0;74,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000198;;UN;1;BALDE BRANCO S/ IMPR C/ TAMPA AZUL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;03/04/2024;REQ;Sai;ALM;;65326;0;46,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000198;;UN;1;BALDE BRANCO S/ IMPR C/ TAMPA AZUL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;04/04/2024;ACA;Ent;DCQ;;65326;0;3.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;10013505;;KG;0;2064 LQ PT5P 25.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;04/04/2024;REQ;Sai;PRO;;65326;0;3.095,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26001156;;KG;1;Swift®tak 3715LA BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;GGF;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;04/04/2024;;Rep;;;65326;0;3.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200111;WBC18;3,0000;0,0000;0,0000;;;
65.326;MOB;27/03/2024;03/04/2024;18/04/2024;31/03/2024;10013505;;200;1;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;3.000,0000;3.000,0000;04/04/2024;;Ent;;;65326;0;3.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200111;WBC18;6,0000;6,0000;0,0000;WB001;;
65.326;RENDIMENTO;;;;;10013505;;;1;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;3.000,0000;3.095,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.326;RENDIMENTO_1;;;;;10013505;;;1;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;-95,0000;96,93%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;03/04/2024;REQ;Sai;ALM;;65327;1;4,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000008;;UN;1;PALETES USADOS PADRÃO PBR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;03/04/2024;REQ;Sai;ALM;;65327;1;63,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000079;;UN;1;ETIQUETA GHS COUCHE 140X220 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;03/04/2024;REQ;Sai;ALM;;65327;1;47,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000198;;UN;1;BALDE BRANCO S/ IMPR C/ TAMPA AZUL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;03/04/2024;REQ;Sai;ALM;;65327;1;16,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000198;;UN;1;BALDE BRANCO S/ IMPR C/ TAMPA AZUL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;04/04/2024;ACA;Ent;EXP;;65327;1;1.920,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16002869;;KG;0;2064 LQ PT5P 32.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;MAT;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;04/04/2024;REQ;Sai;PRO;;65327;1;1.920,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26001156;;KG;1;Swift®tak 3715LA BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;GGF;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;04/04/2024;;Rep;;;65327;1;1.920,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200111;WBC18;1,6666;0,0000;0,0000;;;
65.327;MOB;27/03/2024;03/04/2024;18/04/2024;31/03/2024;16002869;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.000,0000;1.920,0000;04/04/2024;;Ent;;;65327;1;1.920,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200111;WBC18;3,3333;3,3333;0,0000;WB001;;
65.327;RENDIMENTO;;;;;16002869;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;1.920,0000;1.920,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.327;RENDIMENTO_1;;;;;16002869;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;03/04/2024;REQ;Sai;ALM;;65328;1;4,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000068;;UN;1;CONTAINER RETORNAVEL;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;03/04/2024;REQ;Sai;ALM;;65328;1;8,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000079;;UN;1;ETIQUETA GHS COUCHE 140X220 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;04/04/2024;ACA;Ent;DCQ;;65328;1;4.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001979;;KG;0;T-199/2 LQ CPL 1000.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;04/04/2024;ACA;Ent;SOB;;65328;1;400,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16001979;;KG;0;T-199/2 LQ CPL 1000.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;04/04/2024;REQ;Sai;PRO;;65328;1;4.455,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26001022;;KG;1;T-199/2 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;GGF;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;04/04/2024;;Rep;;;65328;1;4.400,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200111;WBC15;1,6666;0,0000;0,0000;;;
65.328;MOB;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16001979;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;4.000,0000;4.400,0000;04/04/2024;;Ent;;;65328;1;4.400,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200111;WBC15;1,6667;1,6667;0,0000;WB001;;
65.328;RENDIMENTO;;;;;16001979;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;4.400,0000;4.455,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.328;RENDIMENTO_1;;;;;16001979;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;-55,0000;98,77%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;02/04/2024;REQ;Sai;ALM;;65329;1;5,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000008;;UN;1;PALETES USADOS PADRÃO PBR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;02/04/2024;REQ;Sai;ALM;;65329;1;46,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000050;;UN;3;BARRICA 320 X 670 (50LTS);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;02/04/2024;REQ;Sai;ALM;;65329;1;46,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000057;;UN;3;SC PLÁST P/50KG (55X105X0,18);0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;02/04/2024;REQ;Sai;ALM;;65329;1;46,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000079;;UN;1;ETIQUETA GHS COUCHE 140X220 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;04/04/2024;ACA;Ent;DCQ;;65329;1;2.500,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16000832;;KG;0;C-528 LQ BAR 50.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;04/04/2024;ACA;Ent;SOB;;65329;1;33,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16000832;;KG;0;C-528 LQ BAR 50.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;04/04/2024;REQ;Sai;PRO;;65329;1;2.595,5900;0,0000;0,00%;0,0000;0,0000;0,0000;26000344;;KG;1;C-528 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;GGF;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;04/04/2024;;Rep;;;65329;1;2.533,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200111;WBC11;7,0000;0,0000;0,0000;;;
65.329;MOB;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000832;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;2.300,0000;2.533,0000;04/04/2024;;Ent;;;65329;1;2.533,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200111;WBC11;7,0000;7,0000;0,0000;WB001;;
65.329;RENDIMENTO;;;;;16000832;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;2.533,0000;2.595,5900;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.329;RENDIMENTO_1;;;;;16000832;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;-62,5900;97,59%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;02/04/2024;REQ;Sai;ALM;;65330;1;8,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000000;;UN;1;CONTAINER DESCARTÁVEL 1000L;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;02/04/2024;REQ;Sai;ALM;;65330;1;8,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000001;;UN;1;BOLSA PLÁSTICA DUPLA P/1000LT;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;02/04/2024;REQ;Sai;ALM;;65330;1;8,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000002;;UN;1;PALETE MADEIRA 1150 X 1150 COM POSICIONADOR;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;02/04/2024;REQ;Sai;ALM;;65330;1;8,0000;0,0000;0,00%;0,0000;0,0000;0,0000;46000079;;UN;1;ETIQUETA GHS COUCHE 140X220 MM;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;04/04/2024;ACA;Ent;DCQ;;65330;1;8.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;16000833;;KG;0;C-528 LQ CPP 1000.00 KG;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;MAT;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;04/04/2024;REQ;Sai;PRO;;65330;1;8.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;26000344;;KG;1;C-528 BULK;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;GGF;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;04/04/2024;;Rep;;;65330;1;8.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;0;302200111;WBC11;7,0000;0,0000;0,0000;;;
65.330;MOB;27/03/2024;03/04/2024;06/04/2024;31/03/2024;16000833;;200;4;2 - Total;40;Interna;Total Requisitado;Total Requisitado;Total Requisitado;00 - ;1320000001;;8.000,0000;8.000,0000;04/04/2024;;Ent;;;65330;1;8.000,0000;0,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;302200111;WBC11;14,0000;14,0000;0,0000;WB001;;
65.330;RENDIMENTO;;;;;16000833;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;8.000,0000;8.000,0000;0,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
65.330;RENDIMENTO_1;;;;;16000833;;;4;;;;;;;;;;0,0000;0,0000;;;TOTAL =======;===>;;;0;0,0000;0,0000;100,00%;0,0000;0,0000;0,0000;;;;0;;0,0000;;;;;0,0000;0,0000;0,0000;;;
