Estabel;Item;Refer;Descrição;Nr Ordem;Data Emissão;Data Término;Estado;Qt Prevista;Qt Produzida;ACA sem REQ;REQ sem ACA;ACA sem GGF;GGF sem ACA;ACA sem MOB;MOB sem ACA;RRQ Sem REQ Item cor.;Restrição GGF/MOB;Últ Movto;Sem movto há 30 dias;Tipo
200;26000844;;CQ-731 BULK;65298;27/03/2024;05/04/2024;Finalizada;5800;5800;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000688;;CQ-4251 BULK;65299;27/03/2024;05/04/2024;Finalizada;5800;5800;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000564;;CQ-010 BULK;65300;27/03/2024;05/04/2024;Finalizada;1800;1800;Não;Não;Não;Não;Sim;Não;Não;Não;02/04/2024;Não;Bulk
200;26000807;;CQ-7081/3 BULK;65301;27/03/2024;05/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000603;;CQ-3040 BULK;65302;27/03/2024;05/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000859;;CQ-752 PUR BULK;65303;27/03/2024;07/04/2024;Finalizada;2522,562;2522,562;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26001156;;Swift®tak 3715LA BULK;65321;27/03/2024;03/04/2024;Finalizada;5000;5015;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001022;;T-199/2 BULK;65322;27/03/2024;05/04/2024;Finalizada;4000;4455;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000992;;S-026 BULK;65323;27/03/2024;05/04/2024;Finalizada;3316,6;3316,6;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000344;;C-528 BULK;65324;27/03/2024;06/04/2024;Finalizada;10300;10595,59;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000965;;R-052 BULK;65325;27/03/2024;05/04/2024;Finalizada;4400;4360;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65331;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65332;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65333;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65334;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65335;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65336;27/03/2024;03/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000018;;BR-780FZ BULK;65337;27/03/2024;06/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000018;;BR-780FZ BULK;65338;27/03/2024;06/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65340;03/04/2024;07/04/2024;Finalizada;5816,52;5816,52;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000564;;CQ-010 BULK;65342;27/03/2024;06/04/2024;Finalizada;1800;1800;Não;Não;Não;Não;Sim;Não;Não;Não;03/04/2024;Não;Bulk
200;26000595;;CQ-3027 BULK;65343;27/03/2024;06/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000599;;CQ-3030 BULK;65344;27/03/2024;06/04/2024;Finalizada;2800;2800;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000807;;CQ-7081/3 BULK;65345;27/03/2024;06/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000807;;CQ-7081/3 BULK;65346;27/03/2024;06/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65366;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65367;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65368;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65369;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65370;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;17/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65371;27/03/2024;04/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;17/04/2024;Não;Bulk
200;26000628;;CQ-4043 BULK;65374;27/03/2024;07/04/2024;Finalizada;5800;5800;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65375;27/03/2024;07/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000599;;CQ-3030 BULK;65376;27/03/2024;07/04/2024;Finalizada;2800;2875;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001095;;CQ-7150 BULK;65377;27/03/2024;07/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26000807;;CQ-7081/3 BULK;65378;27/03/2024;07/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000806;;CQ-7081 BULK;65379;27/03/2024;07/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000859;;CQ-752 PUR BULK;65380;27/03/2024;09/04/2024;Finalizada;2522,562;2572,56;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000684;;CQ-4243H BULK;65381;27/03/2024;07/04/2024;Finalizada;5800;5800;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001021;;T-199/1 BULK;65384;28/03/2024;06/04/2024;Finalizada;4000;4839,95;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000547;;CA-9020J BULK;65385;28/03/2024;08/04/2024;Finalizada;4800;4880;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26000358;;C-550 BULK;65387;28/03/2024;07/04/2024;Finalizada;8500;8245,75;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000284;;C-440 BULK;65388;28/03/2024;07/04/2024;Finalizada;2050;2045,84;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001010;;T-100 BULK;65389;28/03/2024;06/04/2024;Finalizada;1100;1040,46;Não;Não;Não;Não;Sim;Não;Não;Não;04/04/2024;Não;Bulk
200;26001129;;RAKOLL FC BULK;65390;28/03/2024;04/04/2024;Finalizada;3100;3120;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000969;;R-059 BULK;65391;28/03/2024;06/04/2024;Finalizada;4000;4100;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001156;;Swift®tak 3715LA BULK;65408;01/04/2024;05/04/2024;Finalizada;5000;5240;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000466;;C-85 BULK;65409;01/04/2024;08/04/2024;Finalizada;1550;1580;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000353;;C-542 BULK;65410;01/04/2024;08/04/2024;Finalizada;10100;10230,76;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26000462;;C-8072 BULK;65411;01/04/2024;08/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000020;;BRAS-3847AN BULK;65412;01/04/2024;07/04/2024;Finalizada;4100;4100;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26001129;;RAKOLL FC BULK;65413;01/04/2024;05/04/2024;Finalizada;3100;3100;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26000030;;C-1015 BULK;65422;01/04/2024;08/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000246;;C-363 BULK;65423;01/04/2024;08/04/2024;Finalizada;4100;4100;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000779;;CQ-7019 BULK;65428;01/04/2024;04/04/2024;Finalizada;1130;1130;Não;Não;Não;Não;Sim;Não;Não;Não;02/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65450;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;17/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65451;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;17/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65452;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65453;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65454;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26001162;;HMK-4570-L BULK;65455;01/04/2024;05/04/2024;Finalizada;1543;1543;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65456;01/04/2024;08/04/2024;Finalizada;5816,52;5916,52;Não;Não;Não;Não;Sim;Não;Não;Não;06/04/2024;Não;Bulk
200;26000662;;CQ-4163/1 BULK;65469;02/04/2024;07/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001117;;Advantra® PHC 9256L BULK;65470;02/04/2024;07/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001176;;TT5050BR BULK;65475;02/04/2024;06/04/2024;Finalizada;1100;1138;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65477;02/04/2024;08/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001095;;CQ-7150 BULK;65478;02/04/2024;08/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000611;;CQ-3870 BULK;65479;02/04/2024;08/04/2024;Finalizada;1499,6;1499,6;Não;Não;Não;Não;Sim;Não;Não;Não;05/04/2024;Não;Bulk
200;26000611;;CQ-3870 BULK;65480;02/04/2024;08/04/2024;Finalizada;1499,6;1499,6;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000723;;CQ-620 PUR BULK;65481;02/04/2024;10/04/2024;Finalizada;2400;2520;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65482;02/04/2024;08/04/2024;Finalizada;5816,52;5816,52;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65483;02/04/2024;08/04/2024;Finalizada;5816,52;5891,52;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001095;;CQ-7150 BULK;65484;02/04/2024;09/04/2024;Finalizada;1100;1100;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001095;;CQ-7150 BULK;65485;02/04/2024;09/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;16001317;;CQ-3061 PI CAI 15.00 KG;65502;02/04/2024;05/04/2024;Finalizada;2565;2565;Não;Não;Sim;Não;Não;Não;Não;Não;02/04/2024;Não;Finish
200;26001144;;CQ-7081FT BULK;65510;03/04/2024;08/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65511;03/04/2024;11/04/2024;Finalizada;5816,52;5916,52;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65512;03/04/2024;08/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001138;;CQ-7142 BULK;65513;03/04/2024;08/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001138;;CQ-7142 BULK;65514;03/04/2024;08/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000931;;HM-4995/1 BULK;65515;03/04/2024;10/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000931;;HM-4995/1 BULK;65516;03/04/2024;10/04/2024;Finalizada;3800;3800;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65517;03/04/2024;11/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000752;;CQ-654 PUR BULK;65518;03/04/2024;13/04/2024;Finalizada;1000;1020;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000859;;CQ-752 PUR BULK;65519;03/04/2024;13/04/2024;Finalizada;2522,562;2522,562;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65532;03/04/2024;09/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65533;03/04/2024;09/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001138;;CQ-7142 BULK;65534;03/04/2024;09/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001138;;CQ-7142 BULK;65535;03/04/2024;09/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65536;03/04/2024;12/04/2024;Finalizada;5816,52;5916;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65537;03/04/2024;12/04/2024;Finalizada;5816,52;5941,52;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65540;03/04/2024;12/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000714;;CQ-610 PUR BULK;65541;03/04/2024;14/04/2024;Finalizada;2519,517;2519,517;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65553;03/04/2024;10/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65554;03/04/2024;10/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001138;;CQ-7142 BULK;65555;03/04/2024;10/04/2024;Finalizada;2400;2400;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65557;03/04/2024;13/04/2024;Finalizada;5816,52;5916;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65558;03/04/2024;13/04/2024;Finalizada;5816,52;5916,52;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65559;03/04/2024;13/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000723;;CQ-620 PUR BULK;65560;03/04/2024;15/04/2024;Finalizada;2520;2448;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65569;03/04/2024;11/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65570;03/04/2024;11/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000837;;CQ-7140 BULK;65571;03/04/2024;14/04/2024;Finalizada;2402,28;2402,28;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000837;;CQ-7140 BULK;65572;03/04/2024;14/04/2024;Finalizada;2402,28;2402,28;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65573;22/04/2024;27/04/2024;Finalizada;5816,52;5816,52;Não;Não;Não;Não;Sim;Não;Não;Não;25/04/2024;Não;Bulk
200;26000615;;CQ-4012 BULK;65574;22/04/2024;27/04/2024;Finalizada;5816,52;5816,52;Não;Não;Não;Não;Sim;Não;Não;Não;24/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65575;03/04/2024;14/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000723;;CQ-620 PUR BULK;65576;03/04/2024;16/04/2024;Finalizada;2520;2520;Não;Não;Não;Não;Sim;Não;Não;Não;17/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65586;03/04/2024;12/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65587;03/04/2024;12/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26000631;;CQ-4075 BULK;65591;03/04/2024;15/04/2024;Finalizada;1800;1850;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000702;;CQ-4443 BULK;65592;03/04/2024;15/04/2024;Finalizada;1810;1810;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26000609;;CQ-3061 BULK;65600;03/04/2024;16/04/2024;Finalizada;2600;2547;Não;Não;Não;Não;Sim;Não;Não;Não;25/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65601;03/04/2024;13/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26001144;;CQ-7081FT BULK;65602;03/04/2024;13/04/2024;Finalizada;1000;1000;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26000608;;CQ-3060 BULK;65603;03/04/2024;16/04/2024;Finalizada;2800;2728;Não;Não;Não;Não;Sim;Não;Não;Não;15/04/2024;Não;Bulk
200;26000793;;CQ-7039/5 BULK;65604;03/04/2024;16/04/2024;Finalizada;2600;2600;Não;Não;Não;Não;Sim;Não;Não;Não;19/04/2024;Não;Bulk
200;26000631;;CQ-4075 BULK;65605;03/04/2024;16/04/2024;Finalizada;1800;1800;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26001107;;C-358 BULK;65614;05/04/2024;11/04/2024;Finalizada;2400;2313,48;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26001129;;RAKOLL FC BULK;65615;03/04/2024;08/04/2024;Finalizada;3100;3140;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000523;;C-96/1 BULK;65616;03/04/2024;11/04/2024;Finalizada;4100;4029,74;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000351;;C-540/2 BULK;65617;03/04/2024;11/04/2024;Finalizada;10000;9630;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000062;;C-142 BULK;65618;03/04/2024;11/04/2024;Finalizada;1550;1550;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000038;;C-1027 BULK;65624;03/04/2024;11/04/2024;Finalizada;2100;2110;Não;Não;Não;Não;Sim;Não;Não;Não;08/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65628;03/04/2024;11/04/2024;Finalizada;5600;5560;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65629;03/04/2024;11/04/2024;Finalizada;6500;6460;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000444;;C-8025 BULK;65630;03/04/2024;12/04/2024;Finalizada;1100;1135;Não;Não;Não;Não;Sim;Não;Não;Não;09/04/2024;Não;Bulk
200;26000245;;C-362 BULK;65631;03/04/2024;12/04/2024;Finalizada;4100;4113,08;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000336;;C-52 BULK;65632;03/04/2024;12/04/2024;Finalizada;2400;2376,48;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000117;;C-2140T BULK;65633;03/04/2024;12/04/2024;Finalizada;8500;8762;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65666;05/04/2024;12/04/2024;Finalizada;5600;5550;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000320;;C-5114 BULK;65667;05/04/2024;13/04/2024;Finalizada;2100;2100;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001156;;Swift®tak 3715LA BULK;65668;05/04/2024;10/04/2024;Finalizada;5000;4907;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001076;;RESINA R-BASE GXL3 BULK;65669;05/04/2024;13/04/2024;Finalizada;3100;3700;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26001022;;T-199/2 BULK;65670;05/04/2024;12/04/2024;Finalizada;4000;4433,8;Não;Não;Não;Não;Sim;Não;Não;Não;15/04/2024;Não;Bulk
200;26000210;;C-342 BULK;65671;05/04/2024;13/04/2024;Finalizada;10000;10000;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000506;;C-94 BULK;65672;05/04/2024;13/04/2024;Finalizada;2400;2376;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65681;05/04/2024;13/04/2024;Finalizada;5600;5560;Não;Não;Não;Não;Sim;Não;Não;Não;11/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65682;05/04/2024;13/04/2024;Finalizada;6500;6450;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000544;;CA-9020 BULK;65683;05/04/2024;15/04/2024;Finalizada;4800;4875;Não;Não;Não;Não;Sim;Não;Não;Não;15/04/2024;Não;Bulk
200;26000456;;C-8055 BULK;65684;05/04/2024;14/04/2024;Finalizada;4800;4915;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26000385;;C-580AV BULK;65685;05/04/2024;14/04/2024;Finalizada;1550;1550;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000243;;C-360/5 BULK;65686;05/04/2024;14/04/2024;Finalizada;4100;4098,94;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000260;;C-384/1 BULK;65692;05/04/2024;12/04/2024;Finalizada;2000;1979,8;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26001095;;CQ-7150 BULK;65703;08/04/2024;11/04/2024;Finalizada;1300;1300;Não;Não;Não;Não;Sim;Não;Não;Não;10/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65710;08/04/2024;14/04/2024;Finalizada;6500;6460;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000050;;C-1090 BULK;65711;08/04/2024;15/04/2024;Finalizada;2050;2042;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000464;;C-8107M BULK;65712;08/04/2024;15/04/2024;Finalizada;4000;4000;Não;Não;Não;Não;Sim;Não;Não;Não;15/04/2024;Não;Bulk
200;26000318;;C-502 BULK;65713;08/04/2024;15/04/2024;Finalizada;10100;10388;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000153;;C-2239T BULK;65714;08/04/2024;15/04/2024;Finalizada;8200;8200,31;Não;Não;Não;Não;Sim;Não;Não;Não;12/04/2024;Não;Bulk
200;26000446;;C-8030 BULK;65730;09/04/2024;16/04/2024;Finalizada;4852,94;5047,94;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;26000973;;R-066 BULK;65741;09/04/2024;15/04/2024;Finalizada;6500;6450;Não;Não;Não;Não;Sim;Não;Não;Não;13/04/2024;Não;Bulk
200;16002919;;GA 4001 SD BAR 20.00 KG;65759;10/04/2024;25/04/2024;Finalizada;160;160;Não;Não;Sim;Não;Não;Não;Não;Não;15/04/2024;Não;Finish
200;26000223;;C-350 BULK;65761;16/04/2024;21/04/2024;Finalizada;2050;1973,12;Não;Não;Não;Não;Sim;Não;Não;Não;18/04/2024;Não;Bulk
200;26000062;;C-142 BULK;65762;11/04/2024;18/04/2024;Finalizada;1550;1560,46;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26000214;;C-345 BULK;65763;11/04/2024;18/04/2024;Finalizada;1050;1050;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
200;26000336;;C-52 BULK;65764;11/04/2024;18/04/2024;Finalizada;2400;2374,48;Não;Não;Não;Não;Sim;Não;Não;Não;16/04/2024;Não;Bulk
